audio,transcription,transcription_mfa,speaker
LA78.1-008_1-6,paanpay vaa ta kunkuupha.,paanpay vaa ta kunkuupha,CP
LA78.1-008_1-7,apapkam ta kinchifich.,apapkam ta kinchifich,CP
LA78.1-008_1-8,"vura koovura ta kunpaxeepayaachha, pamukun'uup.",vura koovura ta kunpaxeepayaachha pamukunquup,CP
LA78.1-008_1-9,vura ta kinchifich.,vura ta kinchifich,CP
LA78.1-002_001,... kun'asúuvish vaa páy kumá'ana kuma'ii. (LB: ohh.),kunqasu1uvish vaa pa1y kuma1qana kumaqii,NR
LA78.1-002_002,fáat yáxa faat tamtipshíina(vish?) fáat yáxa vaa póo- pápirish kun uum va aas vura faat karu ayaptanapapushiinvee,fa1at ya1xa faat tamtipshi1ina fa1at ya1xa vaa po1o pa1pirish kun uum va aas vura faat karu ayaptanapapushiinvee,NR
LA78.1-002_003,uum vâaram vaa káan [koo?noise] viri vaa'ii (LB: ohh.),uum va2aram vaa ka1an viri vaaqii,NR
LA78.1-002_004,kunipéer anavikyâatich tikunpikni[noise...?] (LB: ohh.),kunipe1er anavikya2atich tikunpikni,NR
LA78.1-002_005,viri vaa peen xútik ta kunâach'aa vêenka kunapasúpiich,viri vaa peen xu1tik ta kuna2achqaa ve2enka kunapasu1piich,LB
LA78.1-002_011,[kunyûunyuvav?] kunâach'aa manâa vaa yáxa. viri xákaan ukrii pa- paxánkiit?,kuna2achqaa mana2a vaa ya1xa viri xa1kaan ukrii pa paxa1nkiit,LB
LA78.1-002_012,"haa, manava xan- xakaan kun'iinanik vaa kuma'ii poo'asuviishti pa pu'ahup ikyaatihara.",haa manava xan xakaan kunqiinanik vaa kumaqii pooqasuviishti pa puqahup ikyaatihara,NR
LA78.1-002_013, aakich ivaakirihti.,aakich ivaakirihti,NR
LA78.1-002_013a,"... chimi, (LB?:) aah, chimi áhup iky-",chimi aah chimi a1hup iky,NR
LA78.1-002_014,ahup ikyaan.,ahup ikyaan,NR
LA78.1-002_015,"huut ti'iin, aakich ivaakirihti.",huut tiqiin aakich ivaakirihti,NR
LA78.1-002_016,"kuna uum kipa faat, toomchax, ayu'aach uum aas u'aramsiiprivti, karu pasah'ahup uum ishahar.",kuna uum kipa faat toomchax ayuqaach uum aas uqaramsiiprivti karu pasahqahup uum ishahar,NR
LA78.1-002_017,uchiishhiti.,uchiishhiti,NR
LA78.1-002_018,vura? uum pu'athik iimtihara.,vura uum puqathik iimtihara,LB
LA78.1-002_019,kunâach'aa vúra kích pa'áthik uum- [other speaker (NR?) overlapping:] uum vura kich uum pa'áthik uum teeheech uum vura vaxáraha kuma'púumpay.,kuna2achqaa vu1ra ki1ch paqa1thik uum uum vura kich uum paqa1thik uum teeheech uum vura vaxa1raha kumaqpu1umpay,LB
LA78.1-002_021,(LB:ohh.) kuna pay uum xankiit aasa'eech yaxa ukrii.,kuna pay uum xankiit aasaqeech yaxa ukrii,NR
LA78.1-002_022,"puyava pa'ahup uum axkeemich, pufaat xutihara...",puyava paqahup uum axkeemich pufaat xutihara,NR
LA78.1-002_023,man koovura uum paachviiv koovura aah kuntaarahiti.,man koovura uum paachviiv koovura aah kuntaarahiti,NR
LA78.1-002_024,... vurathuukkichpa'aahputhiinati.,vurathuukkichpaqaahputhiinati,NR
LA78.1-002_025,xas uvoonupuk.,xas uvoonupuk,NR
LA78.1-002_026,"kari xaspuya vura xanáh xara vura tookrii xas uxuti,",kari xaspuya vura xana1h xara vura tookrii xas uxuti,NR
LA78.1-002_027,puya huuka yaxa tu'uum.,puya huuka yaxa tuquum,NR
LA78.1-002_028,"xas iikam purafatak, kaan a' uturaati pa'iihyan.",xas iikam purafatak kaan aq uturaati paqiihyan,NR
LA78.1-002_029,yanava a' tuvooruraa.,yanava aq tuvooruraa,NR
LA78.1-002_030,"kari xas upiip, puya, ipvuunihi, xay ikyivuni.",kari xas upiip puya ipvuunihi xay ikyivuni,NR
LA78.1-002_031,huut kuma'ii pa'a' tivooruraa.,huut kumaqii paqaq tivooruraa,NR
LA78.1-002_032,"kari xas upiip, kunaach'aa, yanip neepeentihat ahup ikyaan.",kari xas upiip kunaachqaa yanip neepeentihat ahup ikyaan,NR
LA78.1-002_033,matee kuma'avanihich uvooruraa. 'kari xákan a' purih,matee kumaqavanihich uvooruraa qkari xa1kan aq purih,NR
LA78.1-002_034,xas a' vura tuvooruraa kunish aachipvari ipaniichvari.,xas aq vura tuvooruraa kunish aachipvari ipaniichvari,NR
LA78.1-002_035,"puya ipvuunihi, xay ikyivuni.",puya ipvuunihi xay ikyivuni,NR
LA78.1-002_036,kunaach'aa yanip neepeentihat ahup ikyaan.,kunaachqaa yanip neepeentihat ahup ikyaan,NR
LA78.1-002_037,"puya vura iinaak upvoonfuruk, vura vaa a' tuvooruraa chareeaxay...[?]",puya vura iinaak upvoonfuruk vura vaa aq tuvooruraa chareeaxay,NR
LA78.1-002_038,xanahich axmay upatapata.,xanahich axmay upatapata,NR
LA78.1-002_039,"u'ahirim, ii kari xas u'arihrupuk, uxus uum too- tupikniivratih.",uqahirim ii kari xas uqarihrupuk uxus uum too tupikniivratih,NR
LA78.1-002_040,tooyveeshriheen pa'ahup.,tooyveeshriheen paqahup,NR
LA78.1-002_041,"uum tookxipshur, uum vura kich vaa ahup tookyav.",uum tookxipshur uum vura kich vaa ahup tookyav,NR
LA78.1-002_042,viri uum vaa paxankiit uum vaa pupimkuutihara pama' va'ahup.,viri uum vaa paxankiit uum vaa pupimkuutihara pamaq vaqahup,NR
LA78.1-002_043,a toomchax.,a toomchax,LB
LA78.1-002_044,uum puvaa pimkuutihara xaat kuniyuunkiri ayu'aach uum aas ukrii.,uum puvaa pimkuutihara xaat kuniyuunkiri ayuqaach uum aas ukrii,NR
LA78.1-002_045,"(LB: aah!) vura uum paykich vaa uum pishipumkuutiha pa- pa- (LB: pakunaach'aa, kúna uum sah'áhup) kuna uum sah'ahup kich upimkuuhti, pamah'ahup pupimkuuhtihara.",kuna uum sahqahup kich upimkuuhti pamahqahup pupimkuuhtihara,NR
LA78.1-002_046,"(LB: aah.) uum sah'ahup kich upimkuuhti, ayu'aach uum vura vaa aasak va'ahup.",uum sahqahup kich upimkuuhti ayuqaach uum vura vaa aasak vaqahup,NR
LA78.1-002_047,uthivruuhvarak sah'ahup.,uthivruuhvarak sahqahup,NR
LA78.1-002_048,(LB: uum vaa kari xas upímkuuh a ta pum-) kari xas uum vaa upimkuuhtivaa kunaach'aa pa'ahup.,kari xas uum vaa upimkuuhtivaa kunaachqaa paqahup,NR
LA78.1-002_049,kuna uum paxankiit vaa pupimkuuhtihara pamah'ahup.,kuna uum paxankiit vaa pupimkuuhtihara pamahqahup,NR
LA78.1-002_050,vúra pasah'áhup xas upímkuutih pa'áhup- áhup'aasvuuti- pa'ásak pishpoonivoon?? kiri áahkuriheen?- áah-,vu1ra pasahqa1hup xas upi1mkuutih paqa1hup a1hupqaasvuuti paqa1sak pishpoonivoon kiri a1ahkuriheen a1ah,NR
LA78.1-002_052,uchiishhiti ayu'aach uum aas ukrii paxankiit.,uchiishhiti ayuqaach uum aas ukrii paxankiit,NR
LA78.1-002_053,(speaker 1:) puyava pay... (speaker 2:) ... vaa xakkan kunîinak man'áta vura mana ma yáxa ma- koovúra takanukreeni-?,vaa xakkan kuni2inak manqa1ta vura mana ma ya1xa ma koovu1ra takanukreeni,NR
LA78.1-002_057,maakipiikunaachkiipiteesh astiip ukxipithunatipatoo- patuchixaanahaak.,maakipiikunaachkiipiteesh astiip ukxipithunatipatoo patuchixaanahaak,NR
LA78.1-002_058,,,NR
LA78.1-002_059,teek vura peekukak upanaknaakti(otherspeaker:yeah.1stspeakerrepeatsupnaknak).,teek vura peekukak upanaknaakti,NR
LA78.1-002_060,,,NR
LA78.1-002_061,viri vaa astiip usuviish- (other speaker interjects tu asuviish) ... chchchchch ... tóomchax [laughter],viri vaa astiip usuviish chchchchch to1omchax,NR
LA78.1-002_062,"(speaker 1:) vura tóomchax (speaker 2:) ah, tóomchaxayaacha",ah to1omchaxayaacha,NR
LA78.1-002_063,kuna pay pa kunaachaa uum uum áathik toopiimshur,kuna pay pa kunaachaa uum uum a1athik toopiimshur,NR
LA78.1-002_064,xas viriva uum vaa xákaan huukeen? hum vaa va kari hum karu i vee kuuku uum,xas viriva uum vaa xa1kaan huukeen hum vaa va kari hum karu i vee kuuku uum,NR
LA78.1-002_065,va man kúpanakana... (other speaker: ohh),va man ku1panakana,NR
LA78.1-002_066,vaa ta kári kupánakanakana,vaa ta ka1ri kupa1nakanakana,NR
LA78.1-002_067,vaa upikvah,vaa upikvah,NR
LA78.1-004a_01,mahnuuvanach uum vura kaan tuyikiha.,mahnuuvanach uum vura kaan tuyikiha,NR
LA78.1-004a_02,"ii, kari xas kunxus,  puya if puxich too kuha kiri xuus kun'uum.",ii kari xas kunxus puya if puxich too kuha kiri xuus kunquum,NR
LA78.1-004a_03,"kari xas ta'itam, "" chimi kiikpikaan kachakaach.""",kari xas taqitam chimi kiikpikaan kachakaach,NR
LA78.1-004a_04,ta'itam kunpikaaraheen.,taqitam kunpikaaraheen,NR
LA78.1-004a_05,ta'itam u'uumaheen.,taqitam uquumaheen,NR
LA78.1-004a_06,"yee kari xas vura puxay vuraxay xay vura huut-heesh, vura puxich tuyikiha.",yee kari xas vura puxay vuraxay xay vura huutheesh vura puxich tuyikiha,NR
LA78.1-004a_07,ta'itam xas xuus u'uumaheen.,taqitam xas xuus uquumaheen,NR
LA78.1-004a_08,"xas kari upiip, "" chimi akaay kich vura karu kiikpikaan.",xas kari upiip chimi akaay kich vura karu kiikpikaan,NR
LA78.1-004a_09,"vura uum puxich too kuha.""",vura uum puxich too kuha,NR
LA78.1-004a_10,"kari xas ta'itam kunpikaaraheen, xankiit.",kari xas taqitam kunpikaaraheen xankiit,NR
LA78.1-004a_11,koovura ta kun'oonvishrihanik.,koovura ta kunqoonvishrihanik,NR
LA78.1-004a_12,"viri vaa kich ta'itam xankiit, "" chemi.""",viri vaa kich taqitam xankiit chemi,NR
LA78.1-004a_13,ta'itam xuus u'uumaheen.,taqitam xuus uquumaheen,NR
LA78.1-004a_14,"ye-e-he-e-he-e, ye-e-he-e-he-e, ye-e-he-e-he-e, ye-e-he-e-he-e, ye-e-he-e-he-e",yeeheehee yeeheehee yeeheehee yeeheehee yeeheehee,NR
LA78.1-004a_15,"kari xas upikriish, upiheer, sahishyuuxach.",kari xas upikriish upiheer sahishyuuxach,NR
LA78.1-004a_16,"xas upiip, "" puxay vura, chimi xuus kiik'uumih.""",xas upiip puxay vura chimi xuus kiikquumih,NR
LA78.1-004a_17,"kari xas ta'itam, uvoonsipreeheen, xankiit.",kari xas taqitam uvoonsipreeheen xankiit,NR
LA78.1-004a_18,umpaan xuus u'uum.,umpaan xuus uquum,NR
LA78.1-004a_19,"kari xas kari, ta'itam, u'arihishriheen:",kari xas kari taqitam uqarihishriheen:,NR
LA78.1-004a_20,"ye-he-heha-na-he, ye-he-heha-na-he",yehehehanahe yehehehanahe,NR
LA78.1-004a_21,achpuus kanapishaavsiprinih.,achpuus kanapishaavsiprinih,NR
LA78.1-004a_23,achpuus kanapishaavsiprinih.,achpuus kanapishaavsiprinih,NR
LA78.1-004a_25,achpuus kanapishaavsiprinih.,achpuus kanapishaavsiprinih,NR
LA78.1-004a_26,"kari xas upikriish, xas upiheer.",kari xas upikriish xas upiheer,NR
LA78.1-004a_27,"kari xas upiip, "" chimi imkunpaan.",kari xas upiip chimi imkunpaan,NR
LA78.1-004a_28,puxay vura huut-heeshara.,puxay vura huutheeshara,NR
LA78.1-004a_29,"vura puxich too kuha.""",vura puxich too kuha,NR
LA78.1-004a_30,"mahnuuvanach vaas kich uthiv, vura ta kaarim.",mahnuuvanach vaas kich uthiv vura ta kaarim,NR
LA78.1-004a_31,"kari xas ta'itam, ta'itam xanpuchiniishveenach.",kari xas taqitam taqitam xanpuchiniishveenach,NR
LA78.1-004a_32,"kari xas "" chemi.""",kari xas chemi,NR
LA78.1-004a_33,kachakaach kaan vura ukrii.,kachakaach kaan vura ukrii,NR
LA78.1-004a_34,"puxay vuraxay, vura uum too kuha.",puxay vuraxay vura uum too kuha,NR
LA78.1-004a_35,"kari xas upiip, "" chimi, chimi kanpatum"", xanpuchiniishveenach.",kari xas upiip chimi chimi kanpatum xanpuchiniishveenach,NR
LA78.1-004a_36,kari xas kari ta'itam upatumka.,kari xas kari taqitam upatumka,NR
LA78.1-004a_37,xas upiip,xas upiip,NR
LA78.1-004a_38,"a-yi-yi-yi-yi, a-yi-yi-yi-ya, a-yi-yi-yi-yi, ha-na-i-naa, a-yi-yi-yi-ya, i-na-i-na-ya. a-yi-yi-yi-yi-ya, a-yi-a-ye",ayiyiyiyi ayiyiyiya ayiyiyiyi hanainaa ayiyiyiya inainaya ayiyiyiyiya ayiaye,NR
LA78.1-004a_39,harivarihva veeniichva.,harivarihva veeniichva,NR
LA78.1-004a_41,harivarihva veeniichva.,harivarihva veeniichva,NR
LA78.1-004a_43,naa vura naapman'anamahachhitih.,naa vura naapmanqanamahachhitih,NR
LA78.1-004a_44,ya naa vura naapman'anamahachhitih.,ya naa vura naapmanqanamahachhitih,NR
LA78.1-004a_45,harivarihva veeniichva.,harivarihva veeniichva,NR
LA78.1-004a_47,harivarihva veeniichva.,harivarihva veeniichva,NR
LA78.1-004a_49,"kari xas kachakaach upiip, "" aax, naa fatamakeesh kich ara upeereesh.",kari xas kachakaach upiip aax naa fatamakeesh kich ara upeereesh,NR
LA78.1-004a_50,"faat vura upeesh.""",faat vura upeesh,NR
LA78.1-004a_51,"viri vaa kich upitih, tupuxichkaanva, vura tu'ih, too maahrav:",viri vaa kich upitih tupuxichkaanva vura tuqih too maahrav:,NR
LA78.1-004a_52-65,harivarihva veeniichva,harivarihva veeniichva,NR
LA78.1-004a_52,,,
LA78.1-004a_54,harivarihva veeniichva.,harivarihva veeniichva,NR
LA78.1-004a_56,harivarihva veeniichva.,harivarihva veeniichva,NR
LA78.1-004a_58,naa vura naapman'anamahachhitih.,naa vura naapmanqanamahachhitih,NR
LA78.1-004a_59,kuma'ii papuna'uusurutih.,kumaqii papunaquusurutih,NR
LA78.1-004a_60,harivarihva veeniichva.,harivarihva veeniichva,NR
LA78.1-004a_62,kachakaach muveeniichva.,kachakaach muveeniichva,NR
LA78.1-004a_64,kachakaach muveeniichva.,kachakaach muveeniichva,NR
LA78.1-004a_66,"kari xas u'arihshipriv kachakaach chanchaksurak u'arihrupuk, "" kchkchkchkchkch.""",kari xas uqarihshipriv kachakaach chanchaksurak uqarihrupuk kchkchkchkchkch,NR
LA78.1-004a_67,maa vura vookxiipshiprin pakachakaach tu'arihishrih.,maa vura vookxiipshiprin pakachakaach tuqarihishrih,NR
LA78.1-004a_68,puya vaa pay.,puya vaa pay,NR
LA78.1-004b_01,,,
LA78.1-004b_02,,,
LA78.1-004b_03,,,
LA78.1-004b_04,,,
LA78.1-004b_05,,,
LA78.1-004b_06,,,
LA78.1-004b_07,,,
LA78.1-004b_08,,,
LA78.1-004b_09,,,
LA78.1-004b_10,,,
LA78.1-004b_100,,,
LA78.1-004b_101,,,
LA78.1-004b_102,,,
LA78.1-004b_11,,,
LA78.1-004b_12,,,
LA78.1-004b_13,,,
LA78.1-004b_14,,,
LA78.1-004b_15,,,
LA78.1-004b_16,,,
LA78.1-004b_17,,,
LA78.1-004b_18,,,
LA78.1-004b_19,,,
LA78.1-004b_20,,,
LA78.1-004b_21,,,
LA78.1-004b_22,,,
LA78.1-004b_23,,,
LA78.1-004b_24,,,
LA78.1-004b_25,,,
LA78.1-004b_26,,,
LA78.1-004b_27,,,
LA78.1-004b_28,,,
LA78.1-004b_29,,,
LA78.1-004b_30,,,
LA78.1-004b_31,,,
LA78.1-004b_32,,,
LA78.1-004b_33,,,
LA78.1-004b_34,,,
LA78.1-004b_35,,,
LA78.1-004b_36,,,
LA78.1-004b_37,,,
LA78.1-004b_38,,,
LA78.1-004b_39,,,
LA78.1-004b_40,,,
LA78.1-004b_41,,,
LA78.1-004b_42,,,
LA78.1-004b_43,,,
LA78.1-004b_44,,,
LA78.1-004b_45,,,
LA78.1-004b_46,,,
LA78.1-004b_47,,,
LA78.1-004b_48,,,
LA78.1-004b_49,,,
LA78.1-004b_50,,,
LA78.1-004b_51,,,
LA78.1-004b_52,,,
LA78.1-004b_53,,,
LA78.1-004b_54,,,
LA78.1-004b_55,,,
LA78.1-004b_56,,,
LA78.1-004b_57,,,
LA78.1-004b_58,,,
LA78.1-004b_59,,,
LA78.1-004b_60,,,
LA78.1-004b_61,,,
LA78.1-004b_62,,,
LA78.1-004b_63,,,
LA78.1-004b_64,,,
LA78.1-004b_65,,,
LA78.1-004b_66,,,
LA78.1-004b_67,,,
LA78.1-004b_68,,,
LA78.1-004b_69,,,
LA78.1-004b_70,,,
LA78.1-004b_71,,,
LA78.1-004b_72,,,
LA78.1-004b_73,,,
LA78.1-004b_74,,,
LA78.1-004b_75,,,
LA78.1-004b_76,,,
LA78.1-004b_77,,,
LA78.1-004b_78,,,
LA78.1-004b_79,,,
LA78.1-004b_80,,,
LA78.1-004b_81,,,
LA78.1-004b_82,,,
LA78.1-004b_83,,,
LA78.1-004b_84,,,
LA78.1-004b_85,,,
LA78.1-004b_86,,,
LA78.1-004b_87,,,
LA78.1-004b_88,,,
LA78.1-004b_89,,,
LA78.1-004b_90,,,
LA78.1-004b_91,,,
LA78.1-004b_92,,,
LA78.1-004b_93,,,
LA78.1-004b_94,,,
LA78.1-004b_95,,,
LA78.1-004b_96,,,
LA78.1-004b_97,,,
LA78.1-009_01,,,
LA78.1-009_02,,,
LA78.1-009_03,,,
LA78.1-009_04,,,
LA78.1-009_05,,,
LA78.1-009_06,,,
LA78.1-009_07,,,
LA78.1-009_08,,,
LA78.1-009_09,,,
LA78.1-009_10,,,
LA78.1-009_11,,,
LA78.1-009_12,,,
LA78.1-009_13,,,
LA78.1-009_14,,,
LA78.1-009_15,,,
LA78.1-009_16,,,
LA78.1-009_17,,,
LA78.1-009_18,,,
LA78.1-009_19,,,
LA78.1-009_20,,,
LA78.1-009_21,,,
LA78.1-009_22,,,
LA78.1-009_23,,,
LA78.1-009_24,,,
LA78.1-009_25,,,
LA78.1-009_26,,,
LA78.1-009_27,,,
LA78.1-009_28,,,
LA78.1-009_29,,,
LA78.1-009_30,,,
LA78.1-009_31,,,
LA78.1-009_32,,,
LA78.1-009_33,,,
LA78.1-009_34,,,
LA78.1-009_35,,,
LA78.1-009_36,,,
LA78.1-009_37,,,
LA78.1-009_38,,,
LA78.1-009_39,,,
LA78.1-009_40,,,
LA78.1-009_41,,,
LA78.1-009_42,,,
LA78.1-009_43,,,
LA78.1-009_44,,,
LA78.1-009_45,,,
LA78.1-009_46,,,
LA78.1-009_47,,,
LA78.1-009_48,,,
LA78.1-009_49,,,
LA78.1-009_50,,,
LA78.1-009_51,,,
LA78.1-009_52,,,
LA78.1-009_53,,,
LA78.1-009_54,,,
LA78.1-009_55,,,
LA78.1-009_56,,,
LA78.1-009_57,,,
LA78.1-009_58,,,
LA78.1-009_59,,,
LA78.1-009_60,,,
LA78.1-009_61,,,
LA78.1-009_62,,,
LA78.1-009_63,,,
LA78.1-009_64,,,
LA78.1-009_65,,,
LA78.1-009_66,,,
LA78.1-009_67,,,
LA78.1-009_68,,,
LA78.1-009_69,,,
LA78.1-009_70,,,
LA78.1-009_71,,,
LA78.1-009_72,,,
LA78.1-009_73,,,
LA78.1-009_74,,,
LA78.1-009_75,,,
LA78.1-009_76,,,
LA78.1-009_77,,,
LA78.1-009_78,,,
LA78.1-009_79,,,
LA78.1-009_80,,,
LA78.1-009_81,,,
LA78.1-009_82,,,
LA78.1-016b_01,pihneefich uum vookuphaanik.,pihneefich uum vookuphaanik,CP
LA78.1-016b_02,vaa uxuti pakuusrah hooy tu'aramsiiprivtih.,vaa uxuti pakuusrah hooy tuqaramsiiprivtih,CP
LA78.1-016b_03,maam patusupaaha maruk too traa tuvasip.,maam patusupaaha maruk too traa tuvasip,CP
LA78.1-016b_04,kumaam vura hooy upiip poo'aramsiip tuvasip.,kumaam vura hooy upiip pooqaramsiip tuvasip,CP
LA78.1-016b_05,"xas uxutih kiri vaa kaan ni'uum, pakaan kuusrah hooy u'aramsiiprivtih.",xas uxutih kiri vaa kaan niquum pakaan kuusrah hooy uqaramsiiprivtih,CP
LA78.1-016b_06,tama ukfuukraaheen.,tama ukfuukraaheen,CP
LA78.1-016b_07,chavura vaa kaan uum maruk ukfukuvraa.,chavura vaa kaan uum maruk ukfukuvraa,CP
LA78.1-016b_08,yee yaxa ithyaruk xas uvasip pakuusrah.,yee yaxa ithyaruk xas uvasip pakuusrah,CP
LA78.1-016b_09,kukuum vura u'ahoo.,kukuum vura uqahoo,CP
LA78.1-016b_10,kukuum vura vaa kaan u'uum.,kukuum vura vaa kaan uquum,CP
LA78.1-016b_11,kukuum ithyaruk xas tuvaasip pakuusrah.,kukuum ithyaruk xas tuvaasip pakuusrah,CP
LA78.1-016b_12,payeem vura hooyva u'aramsiiprivtih pu'aapunmuti uxuti kumaam vura upiip poo'aramsiiprivtih.,payeem vura hooyva uqaramsiiprivtih puqaapunmuti uxuti kumaam vura upiip pooqaramsiiprivtih,CP
LA78.1-016b_13,viriva pihneefich ukuphaanik.,viriva pihneefich ukuphaanik,CP
LA78.1-016b_14,vaa vura kich.,vaa vura kich,CP
LA78.1-018_1-1,vura vaa kaan kun'iin mukeechikyav xakaan.,vura vaa kaan kunqiin mukeechikyav xakaan,NR
LA78.1-018_1-10," ii, kari xas uxutih, "" matee vura nik vaa nipmaheesh keechikyav, puya if ta nasayriihva, puya if ta neepshaamkir.""",ii kari xas uxutih matee vura nik vaa nipmaheesh keechikyav puya if ta nasayriihva puya if ta neepshaamkir,NR
LA78.1-018_1-11,"kari xas uxus "" ii chimi kanpakuriihvih.""",kari xas uxus ii chimi kanpakuriihvih,NR
LA78.1-018_1-12,ta'itam upakuriihva.,taqitam upakuriihva,NR
LA78.1-018_1-13,kari xas upiip:,kari xas upiip:,NR
LA78.1-018_1-14,"ayii ta neepshaamkir, ii nanikeechikyav.",ayii ta neepshaamkir ii nanikeechikyav,NR
LA78.1-018_1-15,ayii ta nasayriihva.,ayii ta nasayriihva,NR
LA78.1-018_1-16,ayii ta nupaxviipha.,ayii ta nupaxviipha,NR
LA78.1-018_1-17,"ii nanikeechikyav, ii mi'ikxunanahaanich.",ii nanikeechikyav ii miqikxunanahaanich,NR
LA78.1-018_1-18,ayii ta neepshaamkir.,ayii ta neepshaamkir,NR
LA78.1-018_1-19,ii ta nupaxviipha.,ii ta nupaxviipha,NR
LA78.1-018_1-2,"viri chavura teepshitaanih kun'iin, pamukeechikyav xakaan.",viri chavura teepshitaanih kunqiin pamukeechikyav xakaan,NR
LA78.1-018_1-20,"ayii nanikeechikyav, ii nanikeechikyav, ii nanikeechikyav.",ayii nanikeechikyav ii nanikeechikyav ii nanikeechikyav,NR
LA78.1-018_1-21,kari xas ixus inaa.,kari xas ixus inaa,NR
LA78.1-018_1-22,"karuk ithivthaneen'ipan, kaanvarih ti'iipma.",karuk ithivthaneenqipan kaanvarih tiqiipma,NR
LA78.1-018_1-23,kari xas ixus inaa.,kari xas ixus inaa,NR
LA78.1-018_1-24,"ii nanikeechikyav, ii chimi nupiini, ii chimi nupiini.",ii nanikeechikyav ii chimi nupiini ii chimi nupiini,NR
LA78.1-018_1-25,"inaa, nanikeechikyav, ii ta nasayriihva.",inaa nanikeechikyav ii ta nasayriihva,NR
LA78.1-018_1-26,"ayii, nanikeechikyav, kari xas kari ixus inaa, ayii, nanikeechikyav.",ayii nanikeechikyav kari xas kari ixus inaa ayii nanikeechikyav,NR
LA78.1-018_1-27,ayaa ta nupaxviiphat.,ayaa ta nupaxviiphat,NR
LA78.1-018_1-28,"vaa kaanvarih ti'iipma, karuk ithivthaneen'ipan.",vaa kaanvarih tiqiipma karuk ithivthaneenqipan,NR
LA78.1-018_1-29,iim vura ikreepux.,iim vura ikreepux,NR
LA78.1-018_1-3,"axmay vura kunpaxviipha, ii ta kunfurathfip, ta kunpaxviipha.",axmay vura kunpaxviipha ii ta kunfurathfip ta kunpaxviipha,NR
LA78.1-018_1-30,kari xas ipikrivruuhsur.,kari xas ipikrivruuhsur,NR
LA78.1-018_1-31,ook ithivthaneen'aachip kaanvarih xas i'iipma.,ook ithivthaneenqaachip kaanvarih xas iqiipma,NR
LA78.1-018_1-32,kupinivruuhtunva.,kupinivruuhtunva,NR
LA78.1-018_1-33,kari xas vura mithvaay i'iipma pakupinivruuhtunva.,kari xas vura mithvaay iqiipma pakupinivruuhtunva,NR
LA78.1-018_1-34,"ii nanikeechikyav, ii ikxunanahaanich, ii mikxunanahaanich.",ii nanikeechikyav ii ikxunanahaanich ii mikxunanahaanich,NR
LA78.1-018_1-35,kari xas ixus inaa.,kari xas ixus inaa,NR
LA78.1-018_1-36,"yaas'ara poo'iinishrihaak kari karu vaa kunkupheesh, xaat karu kunpaxviipha pamukeechikyav xakaan.",yaasqara pooqiinishrihaak kari karu vaa kunkupheesh xaat karu kunpaxviipha pamukeechikyav xakaan,NR
LA78.1-018_1-37,"vaa vura kunpiineesh, vaa vura kunpiineesh.",vaa vura kunpiineesh vaa vura kunpiineesh,NR
LA78.1-018_1-38,payaas'ara poo'iinishrihaak paninipakurih u'aapunmahaak ii.,payaasqara pooqiinishrihaak paninipakurih uqaapunmahaak ii,NR
LA78.1-018_1-39,viri naa xas iim inaa ta nu'apunmiik inaa.,viri naa xas iim inaa ta nuqapunmiik inaa,NR
LA78.1-018_1-4,kari xas upvaaram.,kari xas upvaaram,NR
LA78.1-018_1-40,"ii nanikeechikyav.""",ii nanikeechikyav,NR
LA78.1-018_1-41,"puya vaa pay naa nik niniyeeshiip, viri vaa payeem ta nitaayvaar.",puya vaa pay naa nik niniyeeshiip viri vaa payeem ta nitaayvaar,NR
LA78.1-018_1-5,"kari xas kari "" ii, kari xas uxutih  ii too pvaaram paninikeechikyav.",kari xas kari ii kari xas uxutih ii too pvaaram paninikeechikyav,NR
LA78.1-018_1-6,huut ata panikupheesh.,huut ata panikupheesh,NR
LA78.1-018_1-7,"man'ata vura huutva panikupheesh, if ta nasayriihva.""",manqata vura huutva panikupheesh if ta nasayriihva,NR
LA78.1-018_1-8,"kari xas kari ta'itam uxuseen "" ii, tii pakurih kanikyav.",kari xas kari taqitam uxuseen ii tii pakurih kanikyav,NR
LA78.1-018_1-9,kari xas ta'itam pakurih ukyaaheen.,kari xas taqitam pakurih ukyaaheen,NR
LA78.1-018_1-song," iihiya, ayiyiyiyihi ayiyiyiyihiya.
",iihiya ayiyiyiyihi ayiyiyiyihiya,NR
LA78.1-019_1-1,papihneefich karuk aah upeetharanik.,papihneefich karuk aah upeetharanik,JS
LA78.1-019_1-10,xas pishiip xanchiifich upeer  astiip chikriish.,xas pishiip xanchiifich upeer astiip chikriish,JS
LA78.1-019_1-11,"xas maruk tuyship'ipan upeer "" asaxvuh ikriish!""",xas maruk tuyshipqipan upeer asaxvuh ikriish,JS
LA78.1-019_1-12,xas ta'itam vaa vura kunkupeevyiihroovaheen.,xas taqitam vaa vura kunkupeevyiihroovaheen,JS
LA78.1-019_1-13,xas uum pihneefich karuk u'uum.,xas uum pihneefich karuk uquum,JS
LA78.1-019_1-14,xas yanava eeruun.,xas yanava eeruun,JS
LA78.1-019_1-15,"xas ma' yanava u'ahinaatih, tu'iinvunaati pama'ninay.",xas maq yanava uqahinaatih tuqiinvunaati pamaqninay,JS
LA78.1-019_1-16,xas iinaak uvoonfuruk.,xas iinaak uvoonfuruk,JS
LA78.1-019_1-17,xas yanava axiich kich kun'araarahitih.,xas yanava axiich kich kunqaraarahitih,JS
